distinct_routes_count = data['Route'].nunique(),Departing Port,Arriving Port,Airline,Year,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed
Perth-Kalgoorlie,Perth,Kalgoorlie,Qantas,2019,1,91,89,6,8
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,2019,11,801,779,87,109
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia,2019,5,333,326,17,24
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia Regional Airlines,2019,10,514,486,51,79
Perth-Karratha,Perth,Karratha,Qantas,2019,19,392,393,28,27
Perth-Karratha,Perth,Karratha,QantasLink,2019,42,1561,1515,175,221
Perth-Karratha,Perth,Karratha,Virgin Australia,2019,0,21,19,4,6
Perth-Karratha,Perth,Karratha,Virgin Australia Regional Airlines,2019,11,691,617,74,148
Perth-Melbourne,Perth,Melbourne,Jetstar,2019,27,426,464,140,102
Perth-Melbourne,Perth,Melbourne,Qantas,2019,22,1866,1811,534,589
Perth-Melbourne,Perth,Melbourne,Tigerair Australia,2019,14,387,425,238,200
Perth-Melbourne,Perth,Melbourne,Virgin Australia,2019,5,1438,1351,280,367
Perth-Newman,Perth,Newman,Qantas,2019,9,338,334,14,18
Perth-Newman,Perth,Newman,QantasLink,2019,24,1159,1141,123,141
Perth-Newman,Perth,Newman,Virgin Australia,2019,0,173,167,7,13
Perth-Newman,Perth,Newman,Virgin Australia Regional Airlines,2019,1,270,262,23,31
Perth-Port Hedland,Perth,Port Hedland,Qantas,2019,12,366,366,28,28
Perth-Port Hedland,Perth,Port Hedland,QantasLink,2019,33,1147,1075,141,213
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia,2019,0,202,201,10,11
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia Regional Airlines,2019,4,362,350,48,60
Perth-Sydney,Perth,Sydney,Jetstar,2019,6,214,240,88,62
Perth-Sydney,Perth,Sydney,Qantas,2019,25,1848,1803,584,629
Perth-Sydney,Perth,Sydney,Tigerair Australia,2019,11,190,222,126,94
Perth-Sydney,Perth,Sydney,Virgin Australia,2019,1,1257,1248,184,193
Port Hedland-Perth,Port Hedland,Perth,Qantas,2019,15,355,364,36,27
Port Hedland-Perth,Port Hedland,Perth,QantasLink,2019,45,1117,1075,156,198
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia,2019,0,174,178,38,34
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia Regional Airlines,2019,5,317,321,93,89
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,2019,20,1056,1067,147,136
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Regional Express,2019,20,2308,2270,192,230
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,2019,34,1045,1011,284,318
Port Macquarie-Sydney,Port Macquarie,Sydney,Virgin Australia,2019,15,438,429,219,228
Proserpine-Brisbane,Proserpine,Brisbane,Jetstar,2019,5,327,332,72,67
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,2019,9,378,408,115,85
Proserpine-Sydney,Proserpine,Sydney,Jetstar,2019,3,114,123,43,34
Proserpine-Sydney,Proserpine,Sydney,Tigerair Australia,2019,5,162,158,62,66
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,2019,19,1810,1773,356,393
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,2019,2,1409,1444,237,202
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Jetstar,2019,8,664,650,297,311
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Virgin Australia,2019,2,502,485,318,335
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Jetstar,2019,39,748,756,460,452
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,2019,8,420,429,186,177
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Virgin Australia,2019,4,454,407,194,241
Sydney-Adelaide,Sydney,Adelaide,Jetstar,2019,50,915,943,351,323
Sydney-Adelaide,Sydney,Adelaide,Qantas,2019,22,2089,2097,664,656
Sydney-Adelaide,Sydney,Adelaide,QantasLink,2019,5,87,85,14,16
Sydney-Adelaide,Sydney,Adelaide,Tigerair Australia,2019,6,224,229,127,122
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,2019,16,1562,1549,383,396
Sydney-Albury,Sydney,Albury,QantasLink,2019,16,851,877,335,309
Sydney-Albury,Sydney,Albury,Regional Express,2019,14,930,920,201,211
Sydney-Albury,Sydney,Albury,Virgin Australia,2019,3,493,495,178,176
Sydney-Armidale,Sydney,Armidale,QantasLink,2019,19,962,972,409,399
Sydney-Armidale,Sydney,Armidale,Regional Express,2019,9,637,640,154,151
Sydney-Ayers Rock,Sydney,Ayers Rock,Jetstar,2019,0,275,259,68,84
Sydney-Ayers Rock,Sydney,Ayers Rock,Virgin Australia,2019,0,307,302,58,63
Sydney-Ballina,Sydney,Ballina,Jetstar,2019,11,755,741,213,227
Sydney-Ballina,Sydney,Ballina,Regional Express,2019,1,209,206,55,58
Sydney-Ballina,Sydney,Ballina,Virgin Australia,2019,4,355,338,66,83
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2019,117,1351,1436,609,524
Sydney-Brisbane,Sydney,Brisbane,Qantas,2019,197,5559,5441,1444,1562
Sydney-Brisbane,Sydney,Brisbane,QantasLink,2019,2,69,64,28,33
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2019,67,1038,1023,416,431
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2019,217,4642,4560,1387,1469
Sydney-Cairns,Sydney,Cairns,Jetstar,2019,27,865,924,226,167
Sydney-Cairns,Sydney,Cairns,Qantas,2019,0,549,556,189,182
Sydney-Cairns,Sydney,Cairns,Tigerair Australia,2019,3,341,331,57,67
Sydney-Cairns,Sydney,Cairns,Virgin Australia,2019,0,760,770,303,293
Sydney-Canberra,Sydney,Canberra,Qantas,2019,0,16,15,2,3
Sydney-Canberra,Sydney,Canberra,QantasLink,2019,150,4165,4053,1139,1251
Sydney-Canberra,Sydney,Canberra,Virgin Australia,2019,83,2187,2223,594,558
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,2019,29,1199,1281,391,309
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Tigerair Australia,2019,6,200,186,76,90
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Virgin Australia,2019,3,306,309,56,53
Sydney-Darwin,Sydney,Darwin,Jetstar,2019,2,198,200,62,60
Sydney-Darwin,Sydney,Darwin,Qantas,2019,0,312,371,232,173
Sydney-Darwin,Sydney,Darwin,Virgin Australia,2019,1,265,247,77,95
Sydney-Dubbo,Sydney,Dubbo,QantasLink,2019,20,1024,1024,336,336
Sydney-Dubbo,Sydney,Dubbo,Regional Express,2019,8,1191,1210,298,279
Sydney-Gold Coast,Sydney,Gold Coast,Jetstar,2019,117,2616,2679,775,712
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,2019,15,643,683,259,219
Sydney-Gold Coast,Sydney,Gold Coast,QantasLink,2019,14,426,431,170,165
Sydney-Gold Coast,Sydney,Gold Coast,Tigerair Australia,2019,33,779,741,279,317
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,2019,46,2294,2205,714,803
Sydney-Hamilton Island,Sydney,Hamilton Island,Jetstar,2019,1,197,208,64,53
Sydney-Hamilton Island,Sydney,Hamilton Island,Qantas,2019,1,94,94,19,19
Sydney-Hamilton Island,Sydney,Hamilton Island,QantasLink,2019,5,171,158,46,59
Sydney-Hamilton Island,Sydney,Hamilton Island,Virgin Australia,2019,2,256,248,47,55
Sydney-Hobart,Sydney,Hobart,Jetstar,2019,14,780,813,249,216
Sydney-Hobart,Sydney,Hobart,Qantas,2019,0,25,25,8,8
Sydney-Hobart,Sydney,Hobart,QantasLink,2019,10,560,569,260,251
Sydney-Hobart,Sydney,Hobart,Virgin Australia,2019,7,729,717,148,160
Sydney-Launceston,Sydney,Launceston,Jetstar,2019,5,440,459,141,122
Sydney-Launceston,Sydney,Launceston,Virgin Australia,2019,2,292,300,82,74
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2019,270,3074,3105,1469,1438
Sydney-Melbourne,Sydney,Melbourne,Qantas,2019,1011,8861,8112,2748,3497
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2019,227,1733,1639,1033,1127
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2019,472,6560,6023,1765,2302
Sydney-Perth,Sydney,Perth,Jetstar,2019,3,165,229,140,76
Sydney-Perth,Sydney,Perth,Qantas,2019,23,1576,1790,857,643
Sydney-Perth,Sydney,Perth,Tigerair Australia,2019,9,195,225,125,95
Sydney-Perth,Sydney,Perth,Virgin Australia,2019,2,911,1033,534,412
Sydney-Port Macquarie,Sydney,Port Macquarie,QantasLink,2019,33,1008,1021,322,309
Sydney-Port Macquarie,Sydney,Port Macquarie,Virgin Australia,2019,15,501,505,156,152
Sydney-Proserpine,Sydney,Proserpine,Jetstar,2019,1,131,133,25,23
Sydney-Proserpine,Sydney,Proserpine,Tigerair Australia,2019,4,173,182,52,43
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Jetstar,2019,31,832,885,382,329
Sydney-Sunshine Coast,Sydney,Sunshine Coast,QantasLink,2019,7,426,405,180,201
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Virgin Australia,2019,5,451,456,197,192
Sydney-Tamworth,Sydney,Tamworth,QantasLink,2019,21,1106,1144,393,355
Sydney-Tamworth,Sydney,Tamworth,Virgin Australia,2019,6,476,462,135,149
Sydney-Townsville,Sydney,Townsville,Jetstar,2019,1,193,206,113,100
Sydney-Townsville,Sydney,Townsville,Virgin Australia,2019,3,235,218,66,83
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,2019,5,982,992,260,250
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,2019,18,1232,1215,200,217
Tamworth-Sydney,Tamworth,Sydney,QantasLink,2019,26,1151,1108,326,369
Tamworth-Sydney,Tamworth,Sydney,Virgin Australia,2019,6,529,501,82,110
Townsville-Brisbane,Townsville,Brisbane,Jetstar,2019,7,526,547,132,111
Townsville-Brisbane,Townsville,Brisbane,Qantas,2019,4,459,491,83,51
Townsville-Brisbane,Townsville,Brisbane,QantasLink,2019,34,1019,1002,231,248
Townsville-Brisbane,Townsville,Brisbane,Virgin Australia,2019,16,1522,1569,182,135
Townsville-Cairns,Townsville,Cairns,QantasLink,2019,20,1414,1433,173,154
Townsville-Cairns,Townsville,Cairns,Regional Express,2019,1,124,125,21,20
Townsville-Sydney,Townsville,Sydney,Jetstar,2019,1,162,202,144,104
Townsville-Sydney,Townsville,Sydney,Virgin Australia,2019,3,202,207,99,94
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,2019,6,983,969,258,272
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,2019,22,1215,1089,203,329
Adelaide-Alice Springs,Adelaide,Alice Springs,Qantas,2020,4,264,253,40,51
Adelaide-Alice Springs,Adelaide,Alice Springs,QantasLink,2020,0,40,35,24,29
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,2020,0,130,128,23,25
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,2020,8,246,251,47,42
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,2020,42,764,784,112,92
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,2020,57,631,684,134,81
Adelaide-Canberra,Adelaide,Canberra,Qantas,2020,9,250,252,40,38
Adelaide-Canberra,Adelaide,Canberra,QantasLink,2020,5,29,30,9,8
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,2020,5,140,143,16,13
Adelaide-Gold Coast,Adelaide,Gold Coast,Jetstar,2020,6,223,222,32,33
Adelaide-Gold Coast,Adelaide,Gold Coast,QantasLink,2020,0,6,6,0,0
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,2020,8,235,235,14,14
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,2020,152,555,573,87,69
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,2020,202,767,787,90,70
Adelaide-Melbourne,Adelaide,Melbourne,Regional Express,2020,37,124,122,19,21
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,2020,193,656,695,127,88
Adelaide-Perth,Adelaide,Perth,Jetstar,2020,9,129,130,12,11
Adelaide-Perth,Adelaide,Perth,Qantas,2020,26,469,486,88,71
Adelaide-Perth,Adelaide,Perth,Virgin Australia,2020,6,266,269,42,39
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,2020,0,10,12,2,0
Adelaide-Port Lincoln,Adelaide,Port Lincoln,QantasLink,2020,22,738,745,105,98
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Regional Express,2020,8,1173,1142,152,183
Adelaide-Sydney,Adelaide,Sydney,Jetstar,2020,102,645,663,98,80
Adelaide-Sydney,Adelaide,Sydney,Qantas,2020,103,989,946,119,162
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,2020,68,585,591,90,84
Albury-Sydney,Albury,Sydney,QantasLink,2020,17,602,623,111,90
Albury-Sydney,Albury,Sydney,Regional Express,2020,7,374,369,25,30
Alice Springs-Adelaide,Alice Springs,Adelaide,Qantas,2020,3,200,214,102,88
Alice Springs-Adelaide,Alice Springs,Adelaide,QantasLink,2020,1,28,33,35,30
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,2020,0,132,141,21,12
Armidale-Sydney,Armidale,Sydney,QantasLink,2020,23,420,429,88,79
Armidale-Sydney,Armidale,Sydney,Regional Express,2020,2,181,180,42,43
Ballina-Sydney,Ballina,Sydney,Jetstar,2020,15,798,824,156,130
Ballina-Sydney,Ballina,Sydney,Qantas,2020,5,145,146,21,20
Ballina-Sydney,Ballina,Sydney,QantasLink,2020,32,613,597,157,173
Ballina-Sydney,Ballina,Sydney,Regional Express,2020,1,94,95,12,11
Ballina-Sydney,Ballina,Sydney,Virgin Australia,2020,11,357,380,70,47
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,2020,8,213,236,80,57
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,2020,42,794,780,82,96
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,2020,57,657,706,109,60
Brisbane-Bundaberg,Brisbane,Bundaberg,QantasLink,2020,0,37,40,3,0
Brisbane-Bundaberg,Brisbane,Bundaberg,Virgin Australia,2020,0,60,58,4,6
Brisbane-Cairns,Brisbane,Cairns,Jetstar,2020,24,898,889,203,212
Brisbane-Cairns,Brisbane,Cairns,Qantas,2020,5,932,889,90,133
Brisbane-Cairns,Brisbane,Cairns,QantasLink,2020,1,453,441,41,53
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,2020,18,829,833,216,212
Brisbane-Canberra,Brisbane,Canberra,Qantas,2020,4,275,282,17,10
Brisbane-Canberra,Brisbane,Canberra,QantasLink,2020,32,948,974,122,96
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,2020,20,484,520,102,66
Brisbane-Darwin,Brisbane,Darwin,Jetstar,2020,1,177,160,50,67
Brisbane-Darwin,Brisbane,Darwin,Qantas,2020,7,324,268,34,90
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,2020,0,261,264,44,41
Brisbane-Emerald,Brisbane,Emerald,QantasLink,2020,21,851,857,63,57
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia,2020,1,155,156,11,10
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,2020,20,941,933,73,81
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,2020,7,488,467,35,56
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Qantas,2020,2,309,280,17,46
Brisbane-Hamilton Island,Brisbane,Hamilton Island,QantasLink,2020,1,125,126,8,7
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,2020,5,346,347,39,38
Brisbane-Hobart,Brisbane,Hobart,Jetstar,2020,0,241,247,33,27
Brisbane-Hobart,Brisbane,Hobart,Qantas,2020,0,4,4,0,0
Brisbane-Hobart,Brisbane,Hobart,QantasLink,2020,5,130,132,24,22
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,2020,7,221,248,57,30
Brisbane-Mackay,Brisbane,Mackay,Jetstar,2020,3,276,282,54,48
Brisbane-Mackay,Brisbane,Mackay,Qantas,2020,15,783,746,66,103
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2020,4,309,308,28,29
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,2020,7,683,709,140,114
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2020,307,630,699,192,123
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2020,308,1299,1275,142,166
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2020,285,797,878,288,207
Brisbane-Mount Isa,Brisbane,Mount Isa,Qantas,2020,0,351,340,16,27
Brisbane-Mount Isa,Brisbane,Mount Isa,QantasLink,2020,8,178,176,18,20
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,2020,2,141,133,10,18
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,2020,40,434,434,73,73
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,2020,27,484,481,63,66
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,2020,20,334,343,44,35
Brisbane-Perth,Brisbane,Perth,Qantas,2020,34,604,541,95,158
Brisbane-Perth,Brisbane,Perth,Virgin Australia,2020,24,323,373,126,76
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,2020,1,353,331,52,74
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,2020,2,302,296,34,40
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2020,27,1424,1399,123,148
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,2020,12,649,627,139,161
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2020,174,787,853,186,120
Brisbane-Sydney,Brisbane,Sydney,Qantas,2020,278,2428,2455,252,225
Brisbane-Sydney,Brisbane,Sydney,QantasLink,2020,1,1,1,0,0
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2020,191,1480,1556,255,179
Brisbane-Townsville,Brisbane,Townsville,Jetstar,2020,1,570,562,86,94
Brisbane-Townsville,Brisbane,Townsville,Qantas,2020,18,902,855,84,131
Brisbane-Townsville,Brisbane,Townsville,QantasLink,2020,5,121,110,7,18
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,2020,13,686,705,138,119
Broome-Perth,Broome,Perth,Qantas,2020,5,173,179,37,31
Broome-Perth,Broome,Perth,QantasLink,2020,25,708,717,193,184
Broome-Perth,Broome,Perth,Virgin Australia,2020,2,290,331,76,35
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,2020,0,18,26,22,14
Bundaberg-Brisbane,Bundaberg,Brisbane,QantasLink,2020,0,39,39,1,1
Bundaberg-Brisbane,Bundaberg,Brisbane,Virgin Australia,2020,0,20,19,3,4
Cairns-Brisbane,Cairns,Brisbane,Jetstar,2020,26,879,904,224,199
Cairns-Brisbane,Cairns,Brisbane,Qantas,2020,6,870,844,151,177
Cairns-Brisbane,Cairns,Brisbane,QantasLink,2020,5,443,416,47,74
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,2020,19,885,947,158,96
Cairns-Melbourne,Cairns,Melbourne,Jetstar,2020,98,415,433,99,81
Cairns-Melbourne,Cairns,Melbourne,Qantas,2020,19,175,170,25,30
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,2020,22,175,180,25,20
Cairns-Sydney,Cairns,Sydney,Jetstar,2020,51,353,376,82,59
Cairns-Sydney,Cairns,Sydney,Qantas,2020,30,292,286,38,44
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2020,20,231,237,19,13
Cairns-Townsville,Cairns,Townsville,QantasLink,2020,3,892,895,106,103
Cairns-Townsville,Cairns,Townsville,Regional Express,2020,1,131,130,11,12
Canberra-Adelaide,Canberra,Adelaide,Qantas,2020,9,243,249,48,42
Canberra-Adelaide,Canberra,Adelaide,QantasLink,2020,5,27,30,11,8
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2020,4,127,128,29,28
Canberra-Brisbane,Canberra,Brisbane,Qantas,2020,4,273,274,18,17
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2020,35,924,925,138,137
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2020,22,460,487,125,98
Canberra-Melbourne,Canberra,Melbourne,Qantas,2020,28,80,79,7,8
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2020,172,850,839,180,191
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2020,58,368,378,63,53
Canberra-Sydney,Canberra,Sydney,Qantas,2020,6,30,30,0,0
Canberra-Sydney,Canberra,Sydney,QantasLink,2020,107,568,564,127,131
Canberra-Sydney,Canberra,Sydney,Regional Express,2020,29,343,327,71,87
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2020,21,825,837,103,91
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Regional Express,2020,0,231,220,22,33
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,2020,0,103,110,16,9
Darwin-Brisbane,Darwin,Brisbane,Jetstar,2020,1,110,105,117,122
Darwin-Brisbane,Darwin,Brisbane,Qantas,2020,8,220,219,130,131
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2020,0,206,249,99,56
Darwin-Melbourne,Darwin,Melbourne,Jetstar,2020,9,8,9,7,6
Darwin-Melbourne,Darwin,Melbourne,Qantas,2020,14,27,31,15,11
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,2020,7,6,9,4,1
Darwin-Perth,Darwin,Perth,Qantas,2020,3,173,161,54,66
Darwin-Perth,Darwin,Perth,Virgin Australia,2020,1,90,96,30,24
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,2020,0,9,8,12,13
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2020,20,609,623,83,69
Dubbo-Sydney,Dubbo,Sydney,Regional Express,2020,8,562,560,85,87
Emerald-Brisbane,Emerald,Brisbane,QantasLink,2020,24,853,858,58,53
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,2020,1,154,154,12,12
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,2020,22,898,916,111,93
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,2020,7,511,489,53,75
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,2020,6,215,223,39,31
Gold Coast-Adelaide,Gold Coast,Adelaide,QantasLink,2020,0,6,6,0,0
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2020,7,225,227,24,22
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,2020,177,874,917,160,117
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,2020,23,300,302,41,39
Gold Coast-Melbourne,Gold Coast,Melbourne,QantasLink,2020,0,2,2,5,5
Gold Coast-Melbourne,Gold Coast,Melbourne,Regional Express,2020,27,106,93,50,63
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2020,212,726,815,210,121
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,2020,168,1047,1072,150,125
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,2020,28,425,435,63,53
Gold Coast-Sydney,Gold Coast,Sydney,Regional Express,2020,11,154,156,18,16
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2020,99,882,957,237,162
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Qantas,2020,3,289,285,37,41
Hamilton Island-Brisbane,Hamilton Island,Brisbane,QantasLink,2020,1,123,117,9,15
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,2020,5,327,342,58,43
Hamilton Island-Sydney,Hamilton Island,Sydney,Jetstar,2020,14,67,69,19,17
Hamilton Island-Sydney,Hamilton Island,Sydney,Qantas,2020,15,132,131,27,28
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,2020,4,145,148,22,19
Hobart-Brisbane,Hobart,Brisbane,Jetstar,2020,0,231,225,43,49
Hobart-Brisbane,Hobart,Brisbane,Qantas,2020,0,2,2,2,2
Hobart-Brisbane,Hobart,Brisbane,QantasLink,2020,5,125,121,29,33
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,2020,7,220,221,58,57
Hobart-Melbourne,Hobart,Melbourne,Jetstar,2020,142,777,801,157,133
Hobart-Melbourne,Hobart,Melbourne,Qantas,2020,5,52,52,5,5
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2020,67,391,381,109,119
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2020,67,382,374,54,62
Hobart-Sydney,Hobart,Sydney,Jetstar,2020,55,459,453,67,73
Hobart-Sydney,Hobart,Sydney,Qantas,2020,2,92,94,20,18
Hobart-Sydney,Hobart,Sydney,QantasLink,2020,23,247,243,46,50
Hobart-Sydney,Hobart,Sydney,Virgin Australia,2020,21,301,300,35,36
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2020,5,122,128,18,12
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2020,25,545,564,103,84
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,2020,9,222,239,76,59
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,2020,4,201,205,33,29
Karratha-Perth,Karratha,Perth,Qantas,2020,21,335,338,32,29
Karratha-Perth,Karratha,Perth,QantasLink,2020,68,889,907,242,224
Karratha-Perth,Karratha,Perth,Virgin Australia,2020,5,351,378,81,54
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,2020,0,78,80,32,30
Launceston-Melbourne,Launceston,Melbourne,Jetstar,2020,102,526,545,91,72
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2020,71,363,362,67,68
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2020,46,337,333,32,36
Launceston-Sydney,Launceston,Sydney,Jetstar,2020,27,250,266,78,62
Launceston-Sydney,Launceston,Sydney,QantasLink,2020,8,84,64,20,40
Launceston-Sydney,Launceston,Sydney,Virgin Australia,2020,11,186,183,25,28
Mackay-Brisbane,Mackay,Brisbane,Jetstar,2020,3,278,293,52,37
Mackay-Brisbane,Mackay,Brisbane,Qantas,2020,17,751,742,95,104
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2020,5,334,337,20,17
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2020,8,726,760,95,61
